01.06.2025 20:30:52-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\chunks background: #aaff85; color: #000; color: #000;
01.06.2025 20:44:56-debug: asset-db:refresh-all-database (289ms)
01.06.2025 20:45:35-debug: refresh db internal success
01.06.2025 20:45:35-debug: asset-db:worker-effect-data-processing (263ms)
01.06.2025 20:45:35-debug: refresh db assets success
01.06.2025 20:45:35-debug: asset-db:refresh-all-database (355ms)
01.06.2025 20:45:54-debug: refresh db internal success
01.06.2025 20:45:54-debug: asset-db:worker-effect-data-processing (186ms)
01.06.2025 20:45:54-debug: refresh db assets success
01.06.2025 20:45:54-debug: asset-db:refresh-all-database (270ms)
01.06.2025 20:46:53-debug: refresh db internal success
01.06.2025 20:46:53-debug: asset-db:worker-effect-data-processing (284ms)
01.06.2025 20:46:53-debug: refresh db assets success
01.06.2025 20:46:53-debug: asset-db:refresh-all-database (370ms)
01.06.2025 20:47:04-debug: refresh db internal success
01.06.2025 20:47:05-debug: asset-db:worker-effect-data-processing (188ms)
01.06.2025 20:47:05-debug: refresh db assets success
01.06.2025 20:47:05-debug: asset-db:refresh-all-database (279ms)
01.06.2025 20:47:06-debug: refresh db internal success
01.06.2025 20:47:06-debug: asset-db:worker-effect-data-processing (194ms)
01.06.2025 20:47:06-debug: refresh db assets success
01.06.2025 20:47:06-debug: asset-db:refresh-all-database (278ms)
01.06.2025 20:47:20-debug: refresh db internal success
01.06.2025 20:47:20-debug: refresh db assets success
01.06.2025 20:47:20-debug: asset-db:worker-effect-data-processing (205ms)
01.06.2025 20:47:20-debug: asset-db:refresh-all-database (286ms)
01.06.2025 20:48:04-debug: refresh db internal success
01.06.2025 20:48:05-debug: asset-db:worker-effect-data-processing (267ms)
01.06.2025 20:48:05-debug: refresh db assets success
01.06.2025 20:48:05-debug: asset-db:refresh-all-database (360ms)
01.06.2025 20:49:42-debug: refresh db internal success
01.06.2025 20:49:42-debug: asset-db:worker-effect-data-processing (250ms)
01.06.2025 20:49:42-debug: refresh db assets success
01.06.2025 20:49:42-debug: asset-db:refresh-all-database (335ms)
01.06.2025 20:50:22-debug: refresh db internal success
01.06.2025 20:50:22-debug: asset-db:worker-effect-data-processing (188ms)
01.06.2025 20:50:22-debug: refresh db assets success
01.06.2025 20:50:22-debug: asset-db:refresh-all-database (267ms)
01.06.2025 20:50:44-debug: refresh db internal success
01.06.2025 20:50:44-debug: asset-db:worker-effect-data-processing (247ms)
01.06.2025 20:50:44-debug: refresh db assets success
01.06.2025 20:50:44-debug: asset-db:refresh-all-database (329ms)
01.06.2025 20:50:54-debug: refresh db internal success
01.06.2025 20:50:54-debug: asset-db:worker-effect-data-processing (179ms)
01.06.2025 20:50:54-debug: refresh db assets success
01.06.2025 20:50:54-debug: asset-db:refresh-all-database (266ms)
01.06.2025 20:51:06-debug: refresh db internal success
01.06.2025 20:51:07-debug: asset-db:worker-effect-data-processing (251ms)
01.06.2025 20:51:07-debug: refresh db assets success
01.06.2025 20:51:07-debug: asset-db:refresh-all-database (342ms)
01.06.2025 20:54:28-debug: refresh db internal success
01.06.2025 20:54:29-debug: asset-db:worker-effect-data-processing (178ms)
01.06.2025 20:54:29-debug: refresh db assets success
01.06.2025 20:54:29-debug: asset-db:refresh-all-database (265ms)
01.06.2025 20:54:36-debug: refresh db internal success
01.06.2025 20:54:36-debug: asset-db:worker-effect-data-processing (253ms)
01.06.2025 20:54:36-debug: refresh db assets success
01.06.2025 20:54:36-debug: asset-db:refresh-all-database (343ms)
01.06.2025 20:54:41-debug: start move asset from C:\GameECSProject\assets\textures -> C:\GameECSProject\assets\texture...
01.06.2025 20:54:41-debug: start refresh asset from C:\GameECSProject\assets\texture...
01.06.2025 20:54:41-debug: %cImport%c: C:\GameECSProject\assets\texturebackground: #aaff85; color: #000;color: #000;
01.06.2025 20:54:41-debug: refresh asset C:\GameECSProject\assets success
01.06.2025 20:54:41-debug: start refresh asset from C:\GameECSProject\assets...
01.06.2025 20:54:41-debug: refresh asset C:\GameECSProject success
01.06.2025 20:54:41-debug: move asset from C:\GameECSProject\assets\textures -> C:\GameECSProject\assets\texture success
01.06.2025 20:54:53-debug: start refresh asset from C:\GameECSProject\assets\prefabs...
01.06.2025 20:54:53-debug: %cImport%c: C:\GameECSProject\assets\prefabsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:54:53-debug: refresh asset C:\GameECSProject\assets success
01.06.2025 20:55:07-debug: refresh db internal success
01.06.2025 20:55:07-debug: asset-db:worker-effect-data-processing (184ms)
01.06.2025 20:55:07-debug: refresh db assets success
01.06.2025 20:55:07-debug: asset-db:refresh-all-database (268ms)
01.06.2025 20:55:16-debug: refresh db internal success
01.06.2025 20:55:16-debug: asset-db:worker-effect-data-processing (255ms)
01.06.2025 20:55:16-debug: refresh db assets success
01.06.2025 20:55:16-debug: asset-db:refresh-all-database (339ms)
01.06.2025 20:55:21-debug: start refresh asset from C:\GameECSProject\assets\scripts\core...
01.06.2025 20:55:21-debug: %cImport%c: C:\GameECSProject\assets\scripts\corebackground: #aaff85; color: #000;color: #000;
01.06.2025 20:55:21-debug: refresh asset C:\GameECSProject\assets\scripts success
01.06.2025 20:55:21-debug: %cImport%c: C:\GameECSProject\assets\scriptsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:55:30-debug: start refresh asset from C:\GameECSProject\assets\scripts\components...
01.06.2025 20:55:30-debug: %cImport%c: C:\GameECSProject\assets\scripts\componentsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:55:30-debug: refresh asset C:\GameECSProject\assets\scripts success
01.06.2025 20:55:30-debug: %cImport%c: C:\GameECSProject\assets\scriptsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:55:33-debug: refresh db internal success
01.06.2025 20:55:33-debug: asset-db:worker-effect-data-processing (269ms)
01.06.2025 20:55:33-debug: refresh db assets success
01.06.2025 20:55:33-debug: asset-db:refresh-all-database (377ms)
01.06.2025 20:55:39-debug: start refresh asset from C:\GameECSProject\assets\scripts\systems...
01.06.2025 20:55:39-debug: %cImport%c: C:\GameECSProject\assets\scripts\systemsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:55:39-debug: refresh asset C:\GameECSProject\assets\scripts success
01.06.2025 20:55:39-debug: %cImport%c: C:\GameECSProject\assets\scriptsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:55:44-debug: start refresh asset from C:\GameECSProject\assets\scripts\ui...
01.06.2025 20:55:44-debug: %cImport%c: C:\GameECSProject\assets\scripts\uibackground: #aaff85; color: #000;color: #000;
01.06.2025 20:55:44-debug: refresh asset C:\GameECSProject\assets\scripts success
01.06.2025 20:55:44-debug: %cImport%c: C:\GameECSProject\assets\scriptsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:55:53-debug: refresh db internal success
01.06.2025 20:55:54-debug: asset-db:worker-effect-data-processing (184ms)
01.06.2025 20:55:54-debug: refresh db assets success
01.06.2025 20:55:54-debug: asset-db:refresh-all-database (274ms)
01.06.2025 20:56:09-debug: start refresh asset from C:\GameECSProject\assets\scripts\core\Game.ts...
01.06.2025 20:56:09-debug: %cImport%c: C:\GameECSProject\assets\scripts\core\Game.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:56:09-debug: refresh asset C:\GameECSProject\assets\scripts\core success
01.06.2025 20:56:09-debug: %cImport%c: C:\GameECSProject\assets\scripts\corebackground: #aaff85; color: #000;color: #000;
01.06.2025 20:56:23-debug: start refresh asset from C:\GameECSProject\assets\scripts\core\SceneController.ts...
01.06.2025 20:56:23-debug: %cImport%c: C:\GameECSProject\assets\scripts\core\SceneController.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:56:23-debug: refresh asset C:\GameECSProject\assets\scripts\core success
01.06.2025 20:56:23-debug: %cImport%c: C:\GameECSProject\assets\scripts\corebackground: #aaff85; color: #000;color: #000;
01.06.2025 20:56:34-debug: %cImport%c: C:\GameECSProject\assets\scripts\core\GameManager.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:56:34-debug: start refresh asset from C:\GameECSProject\assets\scripts\core\GameManager.ts...
01.06.2025 20:56:34-debug: refresh asset C:\GameECSProject\assets\scripts\core success
01.06.2025 20:56:34-debug: %cImport%c: C:\GameECSProject\assets\scripts\corebackground: #aaff85; color: #000;color: #000;
01.06.2025 20:56:45-debug: start refresh asset from C:\GameECSProject\assets\scripts\core\EntityManager.ts...
01.06.2025 20:56:45-debug: %cImport%c: C:\GameECSProject\assets\scripts\core\EntityManager.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:56:45-debug: refresh asset C:\GameECSProject\assets\scripts\core success
01.06.2025 20:56:45-debug: %cImport%c: C:\GameECSProject\assets\scripts\corebackground: #aaff85; color: #000;color: #000;
01.06.2025 20:57:36-debug: refresh db internal success
01.06.2025 20:57:36-debug: asset-db:worker-effect-data-processing (262ms)
01.06.2025 20:57:36-debug: refresh db assets success
01.06.2025 20:57:36-debug: asset-db:refresh-all-database (350ms)
01.06.2025 20:57:51-debug: start refresh asset from C:\GameECSProject\assets\scripts\systems\RenderSystem.ts...
01.06.2025 20:57:51-debug: %cImport%c: C:\GameECSProject\assets\scripts\systems\RenderSystem.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:57:51-debug: refresh asset C:\GameECSProject\assets\scripts\systems success
01.06.2025 20:57:51-debug: %cImport%c: C:\GameECSProject\assets\scripts\systemsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:58:05-debug: start refresh asset from C:\GameECSProject\assets\scripts\systems\MovementSystem.ts...
01.06.2025 20:58:05-debug: %cImport%c: C:\GameECSProject\assets\scripts\systems\MovementSystem.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:58:05-debug: refresh asset C:\GameECSProject\assets\scripts\systems success
01.06.2025 20:58:05-debug: %cImport%c: C:\GameECSProject\assets\scripts\systemsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:58:18-debug: start refresh asset from C:\GameECSProject\assets\scripts\systems\CombatSystem.ts...
01.06.2025 20:58:18-debug: %cImport%c: C:\GameECSProject\assets\scripts\systems\CombatSystem.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:58:18-debug: refresh asset C:\GameECSProject\assets\scripts\systems success
01.06.2025 20:58:18-debug: %cImport%c: C:\GameECSProject\assets\scripts\systemsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:58:52-debug: start refresh asset from C:\GameECSProject\assets\scripts\systems\RoomSystem.ts...
01.06.2025 20:58:52-debug: %cImport%c: C:\GameECSProject\assets\scripts\systems\RoomSystem.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 20:58:52-debug: refresh asset C:\GameECSProject\assets\scripts\systems success
01.06.2025 20:58:52-debug: %cImport%c: C:\GameECSProject\assets\scripts\systemsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:00:58-debug: start refresh asset from C:\GameECSProject\assets\scripts\components\ViewComponent.ts...
01.06.2025 21:00:58-debug: refresh asset C:\GameECSProject\assets\scripts\components success
01.06.2025 21:00:58-debug: %cImport%c: C:\GameECSProject\assets\scripts\components\ViewComponent.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:00:58-debug: %cImport%c: C:\GameECSProject\assets\scripts\componentsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:01:08-debug: start refresh asset from C:\GameECSProject\assets\scripts\components\Position.ts...
01.06.2025 21:01:08-debug: %cImport%c: C:\GameECSProject\assets\scripts\components\Position.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:01:08-debug: refresh asset C:\GameECSProject\assets\scripts\components success
01.06.2025 21:01:09-debug: %cImport%c: C:\GameECSProject\assets\scripts\componentsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:01:18-debug: start refresh asset from C:\GameECSProject\assets\scripts\components\Health.ts...
01.06.2025 21:01:18-debug: %cImport%c: C:\GameECSProject\assets\scripts\components\Health.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:01:18-debug: refresh asset C:\GameECSProject\assets\scripts\components success
01.06.2025 21:01:18-debug: %cImport%c: C:\GameECSProject\assets\scripts\componentsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:01:28-debug: start refresh asset from C:\GameECSProject\assets\scripts\components\Damage.ts...
01.06.2025 21:01:28-debug: %cImport%c: C:\GameECSProject\assets\scripts\components\Damage.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:01:28-debug: refresh asset C:\GameECSProject\assets\scripts\components success
01.06.2025 21:01:28-debug: %cImport%c: C:\GameECSProject\assets\scripts\componentsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:01:32-debug: refresh db internal success
01.06.2025 21:01:32-debug: asset-db:worker-effect-data-processing (186ms)
01.06.2025 21:01:32-debug: refresh db assets success
01.06.2025 21:01:32-debug: asset-db:refresh-all-database (279ms)
01.06.2025 21:01:43-debug: start refresh asset from C:\GameECSProject\assets\scripts\components\PlayerTag.ts...
01.06.2025 21:01:43-debug: %cImport%c: C:\GameECSProject\assets\scripts\components\PlayerTag.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:01:43-debug: refresh asset C:\GameECSProject\assets\scripts\components success
01.06.2025 21:01:43-debug: %cImport%c: C:\GameECSProject\assets\scripts\componentsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:01:56-debug: start refresh asset from C:\GameECSProject\assets\scripts\components\EnemyTag.ts...
01.06.2025 21:01:56-debug: refresh asset C:\GameECSProject\assets\scripts\components success
01.06.2025 21:01:56-debug: %cImport%c: C:\GameECSProject\assets\scripts\components\EnemyTag.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:01:56-debug: %cImport%c: C:\GameECSProject\assets\scripts\componentsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:02:08-debug: start refresh asset from C:\GameECSProject\assets\scripts\components\TileTag.ts...
01.06.2025 21:02:08-debug: %cImport%c: C:\GameECSProject\assets\scripts\components\TileTag.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:02:08-debug: refresh asset C:\GameECSProject\assets\scripts\components success
01.06.2025 21:02:08-debug: %cImport%c: C:\GameECSProject\assets\scripts\componentsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:04:20-debug: refresh db internal success
01.06.2025 21:04:20-debug: asset-db:worker-effect-data-processing (256ms)
01.06.2025 21:04:20-debug: refresh db assets success
01.06.2025 21:04:20-debug: asset-db:refresh-all-database (346ms)
01.06.2025 21:04:53-debug: refresh db internal success
01.06.2025 21:04:54-debug: asset-db:worker-effect-data-processing (186ms)
01.06.2025 21:04:54-debug: refresh db assets success
01.06.2025 21:04:54-debug: asset-db:refresh-all-database (270ms)
01.06.2025 21:05:05-debug: refresh db internal success
01.06.2025 21:05:05-debug: asset-db:worker-effect-data-processing (294ms)
01.06.2025 21:05:05-debug: refresh db assets success
01.06.2025 21:05:05-debug: asset-db:refresh-all-database (393ms)
01.06.2025 21:13:52-debug: refresh db internal success
01.06.2025 21:13:52-debug: asset-db:worker-effect-data-processing (191ms)
01.06.2025 21:13:52-debug: refresh db assets success
01.06.2025 21:13:52-debug: asset-db:refresh-all-database (286ms)
01.06.2025 21:14:19-debug: refresh db internal success
01.06.2025 21:14:20-debug: asset-db:worker-effect-data-processing (257ms)
01.06.2025 21:14:20-debug: refresh db assets success
01.06.2025 21:14:20-debug: asset-db:refresh-all-database (347ms)
01.06.2025 21:39:58-debug: refresh db internal success
01.06.2025 21:39:58-debug: asset-db:worker-effect-data-processing (196ms)
01.06.2025 21:39:58-debug: refresh db assets success
01.06.2025 21:39:58-debug: asset-db:refresh-all-database (285ms)
01.06.2025 21:40:08-debug: start refresh asset from C:\GameECSProject\assets\data...
01.06.2025 21:40:08-debug: %cImport%c: C:\GameECSProject\assets\databackground: #aaff85; color: #000;color: #000;
01.06.2025 21:40:08-debug: refresh asset C:\GameECSProject\assets success
01.06.2025 21:40:21-debug: start refresh asset from C:\GameECSProject\assets\data\types.ts...
01.06.2025 21:40:21-debug: %cImport%c: C:\GameECSProject\assets\data\types.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:40:21-debug: refresh asset C:\GameECSProject\assets\data success
01.06.2025 21:40:21-debug: %cImport%c: C:\GameECSProject\assets\databackground: #aaff85; color: #000;color: #000;
01.06.2025 21:40:59-debug: refresh db internal success
01.06.2025 21:41:00-debug: asset-db:worker-effect-data-processing (316ms)
01.06.2025 21:41:00-debug: refresh db assets success
01.06.2025 21:41:00-debug: asset-db:refresh-all-database (414ms)
01.06.2025 21:41:07-debug: start refresh asset from C:\GameECSProject\assets\data\consts.ts...
01.06.2025 21:41:07-debug: %cImport%c: C:\GameECSProject\assets\data\consts.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:41:07-debug: refresh asset C:\GameECSProject\assets\data success
01.06.2025 21:41:07-debug: %cImport%c: C:\GameECSProject\assets\databackground: #aaff85; color: #000;color: #000;
01.06.2025 21:41:09-debug: start refresh asset from C:\GameECSProject\assets\scenes\Main.scene...
01.06.2025 21:41:09-debug: %cImport%c: C:\GameECSProject\assets\scenes\Main.scenebackground: #aaff85; color: #000;color: #000;
01.06.2025 21:41:09-debug: refresh asset C:\GameECSProject\assets\scenes success
01.06.2025 21:50:29-debug: refresh db internal success
01.06.2025 21:50:29-debug: asset-db:worker-effect-data-processing (197ms)
01.06.2025 21:50:29-debug: %cImport%c: C:\GameECSProject\assets\data\consts.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:50:29-debug: %cImport%c: C:\GameECSProject\assets\data\types.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:50:29-debug: %cImport%c: C:\GameECSProject\assets\scripts\components\Damage.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:50:29-debug: %cImport%c: C:\GameECSProject\assets\scripts\components\Health.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:50:29-debug: %cImport%c: C:\GameECSProject\assets\scripts\components\EnemyTag.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:50:29-debug: %cImport%c: C:\GameECSProject\assets\scripts\components\PlayerTag.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:50:29-debug: %cImport%c: C:\GameECSProject\assets\scripts\components\Position.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:50:29-debug: %cImport%c: C:\GameECSProject\assets\scripts\components\TileTag.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:50:29-debug: %cImport%c: C:\GameECSProject\assets\scripts\components\ViewComponent.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 21:50:29-debug: refresh db assets success
01.06.2025 21:50:29-debug: asset-db:refresh-all-database (306ms)
01.06.2025 22:04:38-debug: refresh db internal success
01.06.2025 22:04:38-debug: %cImport%c: C:\GameECSProject\assets\data\roomsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:04:38-debug: asset-db:worker-effect-data-processing (304ms)
01.06.2025 22:04:38-debug: %cImport%c: C:\GameECSProject\assets\databackground: #aaff85; color: #000;color: #000;
01.06.2025 22:04:38-debug: %cImport%c: C:\GameECSProject\assets\data\rooms\room1.jsonbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:04:38-debug: %cImport%c: C:\GameECSProject\assets\scripts\components\ViewComponent.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:04:38-debug: %cImport%c: C:\GameECSProject\assets\scripts\core\EntityManager.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:04:38-error: Importer exec failed: {asset[C:\GameECSProject\assets\data\rooms\room1.json](d65a97e3-0e41-4f4b-a716-d8292ac41ff9)}
01.06.2025 22:04:38-error: SyntaxError: C:\GameECSProject\assets\data\rooms\room1.json: Unexpected end of JSON input    at JSON.parse (<anonymous>)    at Object._readFile (C:\ProgramData\cocos\editors\Creator\3.7.2\resources\app.asar\node_modules\fs-extra\node_modules\jsonfile\index.js:25:16)    at JsonImporter.import (C:\ProgramData\cocos\editors\Creator\3.7.2\resources\app.asar\modules\engine-extensions\extensions\engine-extends\dist\importer\importers\json.ccc:1:361)
01.06.2025 22:04:38-debug: %cImport%c: C:\GameECSProject\assets\scripts\core\SceneController.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:04:38-debug: %cImport%c: C:\GameECSProject\assets\scripts\core\Game.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:04:38-debug: %cImport%c: C:\GameECSProject\assets\scripts\core\GameManager.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:04:38-debug: %cImport%c: C:\GameECSProject\assets\scripts\systems\RenderSystem.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:04:38-debug: refresh db assets success
01.06.2025 22:04:38-debug: asset-db:refresh-all-database (447ms)
01.06.2025 22:04:43-debug: start refresh asset from C:\GameECSProject\assets\scenes\Main.scene...
01.06.2025 22:04:43-debug: %cImport%c: C:\GameECSProject\assets\scenes\Main.scenebackground: #aaff85; color: #000;color: #000;
01.06.2025 22:04:43-debug: refresh asset C:\GameECSProject\assets\scenes success
01.06.2025 22:04:56-debug: start refresh asset from C:\GameECSProject\assets\data\config...
01.06.2025 22:04:56-debug: %cImport%c: C:\GameECSProject\assets\data\configbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:04:56-debug: refresh asset C:\GameECSProject\assets\data success
01.06.2025 22:04:56-debug: %cImport%c: C:\GameECSProject\assets\databackground: #aaff85; color: #000;color: #000;
01.06.2025 22:04:56-debug: %cImport%c: C:\GameECSProject\assets\data\roomsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:04:58-debug: start refresh asset from C:\GameECSProject\assets\scenes\Main.scene...
01.06.2025 22:04:58-debug: %cImport%c: C:\GameECSProject\assets\scenes\Main.scenebackground: #aaff85; color: #000;color: #000;
01.06.2025 22:04:58-debug: refresh asset C:\GameECSProject\assets\scenes success
01.06.2025 22:45:47-debug: refresh db internal success
01.06.2025 22:45:47-debug: %cDestroy%c: C:\GameECSProject\assets\databackground: #ffb8b8; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cDestroy%c: C:\GameECSProject\assets\data\types.tsbackground: #ffb8b8; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cDestroy%c: C:\GameECSProject\assets\data\consts.tsbackground: #ffb8b8; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cDestroy%c: C:\GameECSProject\assets\data\roomsbackground: #ffb8b8; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cDestroy%c: C:\GameECSProject\assets\data\rooms\room1.jsonbackground: #ffb8b8; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cDestroy%c: C:\GameECSProject\assets\data\configbackground: #ffb8b8; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cImport%c: C:\GameECSProject\assets\resurcesbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cImport%c: C:\GameECSProject\assets\resurces\roomsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cImport%c: C:\GameECSProject\assets\scripts\configbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cImport%c: C:\GameECSProject\assets\scripts\databackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cImport%c: C:\GameECSProject\assets\scripts\config\RoomConfig.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cImport%c: C:\GameECSProject\assets\scripts\data\consts.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cImport%c: C:\GameECSProject\assets\scripts\data\types.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:47-debug: asset-db:worker-effect-data-processing (288ms)
01.06.2025 22:45:47-debug: %cImport%c: C:\GameECSProject\assets\resurces\rooms\room1.jsonbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cImport%c: C:\GameECSProject\assets\scriptsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cImport%c: C:\GameECSProject\assets\scripts\components\ViewComponent.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cImport%c: C:\GameECSProject\assets\scripts\core\EntityManager.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cImport%c: C:\GameECSProject\assets\scripts\core\Game.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cImport%c: C:\GameECSProject\assets\scripts\core\GameManager.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cImport%c: C:\GameECSProject\assets\scripts\core\SceneController.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cImport%c: C:\GameECSProject\assets\scripts\systems\RenderSystem.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:47-debug: %cImport%c: C:\GameECSProject\assets\scripts\systems\RoomSystem.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:47-debug: refresh db assets success
01.06.2025 22:45:47-debug: asset-db:refresh-all-database (465ms)
01.06.2025 22:45:49-debug: start refresh asset from C:\GameECSProject\assets\scenes\Main.scene...
01.06.2025 22:45:49-debug: %cImport%c: C:\GameECSProject\assets\scenes\Main.scenebackground: #aaff85; color: #000;color: #000;
01.06.2025 22:45:49-debug: refresh asset C:\GameECSProject\assets\scenes success
01.06.2025 22:45:55-debug: Query all assets info in project
01.06.2025 22:45:55-debug: init custom config: keepNodeUuid: false, useCache: true
01.06.2025 22:45:55-debug: BuildAssetLibrary query-assets with assets 454
01.06.2025 22:45:55-debug:   Number of all scenes: 1
01.06.2025 22:45:55-debug:   Number of all scripts: 19
01.06.2025 22:45:55-debug: // ---- build task Query asset bundle ----
01.06.2025 22:45:55-debug: Process: heapTotal 214.05MB heapUsed 202.97MB rss 542.11MB
01.06.2025 22:45:55-debug:   Number of other assets: 295
01.06.2025 22:45:55-debug: Query asset bundle start0%
01.06.2025 22:45:55-debug: Query and organize assets start3%
01.06.2025 22:45:55-debug: // ---- build task Query and organize assets ----
01.06.2025 22:45:55-debug: run build task Query asset bundle success in 36 ms √3%
01.06.2025 22:45:55-debug: // ---- build task Query asset bundle ---- (36ms)
01.06.2025 22:45:55-debug: init bundle assets
01.06.2025 22:45:55-debug: Process: heapTotal 215.05MB heapUsed 203.12MB rss 541.83MB
01.06.2025 22:45:55-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
01.06.2025 22:45:55-debug: Number of scenes: 1
01.06.2025 22:45:55-debug: // ---- build task Query and organize assets ---- (3ms)
01.06.2025 22:45:55-debug: run build task Query and organize assets success in 3 ms √7%
